subj,exp,tp,self,other,fair,resp,rt,given,gen
2,1,1.5,47,74,-27,1,0.970202069368497,24,0
2,1,1.5,14,89,-75,0,0.661859717643893,-39,0
2,1,1.5,51,32,19,1,1.32569815636816,-18,0
2,1,1.5,47,65,-18,1,1.25125590048719,15,0
2,1,1.5,13,97,-84,0,0.659563084259389,-47,0
2,1,1.5,27,64,-37,0,0.683984435583625,-14,0
2,1,1.5,41,99,-58,1,0.795137506742321,49,0
2,1,1.5,76,11,65,0,1.00624937253087,39,0
2,1,1.5,42,72,-30,1,0.792611149643562,22,0
3,1,10,28,85,-57,0,5.56021104999309,-35,0
3,1,10,100,15,85,1,2.72860305947324,-35,0
3,1,10,98,38,60,1,2.45113183153626,-12,0
3,1,10,53,23,30,0,3.86370626156713,27,0
3,1,10,50,43,7,0,4.69325005925384,7,0
3,1,10,25,55,-30,0,3.2891630298891,-5,0
3,1,10,100,0,100,1,2.34952059590432,-50,0
3,1,10,50,43,7,0,1.95152109399169,7,0
3,1,10,53,23,30,0,4.55742629145243,27,0
3,1,10,30,100,-70,0,1.95812270749047,-50,0
3,1,10,3,100,-97,0,1.2609353890839,-50,0
3,1,10,48,80,-32,1,8.07443535512539,30,0
3,1,10,50,100,-50,1,5.10134412220759,50,0
3,1,10,100,0,100,1,2.36648030369361,-50,0
3,1,10,0,68,-68,0,3.82240067016573,-18,0
3,1,10,48,60,-12,1,9.6445682537651,10,0
3,1,10,100,15,85,1,1.40101372456957,-35,0
3,1,10,53,40,13,0,4.56576547353325,10,0
3,1,10,53,0,53,0,2.08643351371211,50,0
3,1,10,28,85,-57,0,6.60247930751939,-35,0
3,1,1.5,48,60,-12,0,1.28699378599958,-10,0
3,1,1.5,48,100,-52,NaN,NaN,0,0
3,1,1.5,25,55,-30,1,0.593190439762111,5,0
3,1,1.5,98,38,60,1,0.794440486928579,-12,0
3,1,1.5,48,80,-32,0,0.843576306167961,-30,0
3,1,1.5,0,68,-68,0,1.06668240622457,-18,0
3,1,1.5,85,15,70,1,1.00772612466972,-35,0
3,1,1.5,3,100,-97,0,1.0467906269223,-50,0
3,1,1.5,80,45,35,1,1.34852713895634,-5,0
3,1,1.5,48,100,-52,NaN,NaN,0,0
3,1,1.5,5,83,-78,0,1.01793660411386,-33,0
3,1,1.5,53,40,13,1,1.02438607471049,-10,0
3,1,1.5,80,45,35,1,1.10345208631588,-5,0
3,1,1.5,5,83,-78,0,0.906481963982515,-33,0
3,1,1.5,30,100,-70,0,1.42156961972978,-50,0
3,1,1.5,75,0,75,1,0.892557567534823,-50,0
3,1,1.5,75,0,75,1,0.737005936300193,-50,0
3,1,1.5,85,15,70,0,0.891456040822959,35,0
3,1,1.5,50,100,-50,0,1.4478746451241,-50,0
3,1,1.5,53,0,53,1,1.46217094645363,-50,0
3,1,10,76,42,34,1,4.84438169758323,-8,0
3,1,10,50,43,7,0,2.70493819648436,7,0
3,1,10,87,2,85,1,4.78812414137792,-48,0
3,1,10,53,0,53,0,6.88261726249584,50,0
3,1,10,54,50,4,1,3.19660218404715,0,0
3,1,10,13,68,-55,0,2.02027368819472,-18,0
3,1,10,1,68,-67,0,1.49420427299265,-18,0
3,1,10,44,73,-29,1,4.93493147985828,23,0
3,1,10,48,80,-32,1,2.51148215265312,30,0
3,1,10,92,21,71,1,3.0100303048257,-29,0
3,1,10,36,89,-53,NaN,NaN,0,0
3,1,10,62,18,44,1,1.46836805301973,-32,0
3,1,10,31,99,-68,0,2.39706253708391,-49,0
3,1,10,53,0,53,0,1.88447437193099,50,0
3,1,10,3,98,-95,0,3.03989831179933,-48,0
3,1,10,23,61,-38,0,2.10099153706324,-11,0
3,1,10,25,55,-30,0,2.6230527111893,-5,0
3,1,10,93,16,77,1,1.45162629598235,-34,0
3,1,10,44,73,-29,1,4.81232512698625,23,0
3,1,10,15,78,-63,0,1.36957297049594,-28,0
3,1,1.5,10,68,-58,0,0.840446509251706,-18,0
3,1,1.5,71,18,53,1,1.08623729766441,-32,0
3,1,1.5,98,50,48,1,1.26590961686088,0,0
3,1,1.5,50,100,-50,0,0.997456478538879,-50,0
3,1,1.5,3,54,-51,0,1.29330590535938,-4,0
3,1,1.5,37,58,-21,0,1.23289581381869,-8,0
3,1,1.5,35,75,-40,0,1.06992691406049,-25,0
3,1,1.5,48,80,-32,1,1.08160810826303,30,0
3,1,1.5,66,45,21,1,1.06998517513603,-5,0
3,1,1.5,49,53,-4,1,1.40165067205089,3,0
3,1,1.5,25,55,-30,0,1.06993868702557,-5,0
3,1,1.5,94,3,91,1,0.849549122698591,-47,0
3,1,1.5,72,8,64,1,0.98138879909493,-42,0
3,1,1.5,53,23,30,0,1.19578079347957,27,0
3,1,1.5,90,3,87,1,0.826127567612275,-47,0
3,1,1.5,49,53,-4,NaN,NaN,0,0
3,1,1.5,96,4,92,1,0.674499653616294,-46,0
3,1,1.5,76,1,75,0,0.766321217759469,49,0
3,1,1.5,39,59,-20,0,1.25408473213975,-9,0
3,1,1.5,73,3,70,1,0.666422193555263,-47,0
3,1,10,34,75,-41,0,5.71228784593586,-25,0
3,1,10,53,23,30,0,2.369225819024,27,0
3,1,10,98,26,72,1,3.30454365128935,-24,0
3,1,10,43,90,-47,1,4.51354543987509,40,0
3,1,10,16,70,-54,0,3.52152358442618,-20,0
3,1,10,53,40,13,0,3.19376550372181,10,0
3,1,10,48,80,-32,1,5.15143294770496,30,0
3,1,10,4,80,-76,0,1.28590825844367,-30,0
3,1,10,94,42,52,1,3.13618514947666,-8,0
3,1,10,23,67,-44,0,1.17594878460477,-17,0
3,1,10,53,23,30,0,2.85803018407751,27,0
3,1,10,89,32,57,1,1.35721950992411,-18,0
3,1,10,50,43,7,0,3.72069917514818,7,0
3,1,10,6,65,-59,0,2.15220875577506,-15,0
3,1,10,91,1,90,1,1.61139294981876,-49,0
3,1,10,48,60,-12,1,4.4082036843447,10,0
3,1,10,9,50,-41,0,1.90823070178521,0,0
3,1,10,67,27,40,1,2.65298894097396,-23,0
3,1,10,24,87,-63,0,1.27157512887425,-37,0
3,1,10,51,38,13,0,2.32568004408495,12,0
3,1,1.5,86,31,55,1,0.798119386912731,-19,0
3,1,1.5,5,88,-83,0,1.05115899991324,-38,0
3,1,1.5,43,50,-7,0,1.33426253406651,0,0
3,1,1.5,69,42,27,1,0.877205925737144,-8,0
3,1,1.5,51,38,13,0,1.28768325901001,12,0
3,1,1.5,53,0,53,0,0.720629141114841,50,0
3,1,1.5,71,9,62,1,0.824384263485626,-41,0
3,1,1.5,48,80,-32,0,1.06017799513575,-30,0
3,1,1.5,16,67,-51,0,1.27850276288518,-17,0
3,1,1.5,10,78,-68,0,0.959464221523376,-28,0
3,1,1.5,74,39,35,1,1.20384165064206,-11,0
3,1,1.5,51,38,13,0,1.11949471047956,12,0
3,1,1.5,72,27,45,1,0.910437679531242,-23,0
3,1,1.5,25,55,-30,0,1.11021791755593,-5,0
3,1,1.5,82,30,52,1,0.829916650453015,-20,0
3,1,1.5,51,27,24,0,1.23300509106411,23,0
3,1,1.5,25,74,-49,0,1.25127703141334,-24,0
3,1,1.5,20,98,-78,0,1.14888062971477,-48,0
3,1,1.5,53,40,13,0,1.30592682350107,10,0
3,1,1.5,58,35,23,NaN,NaN,0,0
3,1,10,38,82,-44,0,3.56107741931737,-32,0
3,1,10,26,78,-52,0,1.22194303396464,-28,0
3,1,10,91,4,87,1,2.05345684078202,-46,0
3,1,10,8,66,-58,0,3.82277378252911,-16,0
3,1,10,63,49,14,1,3.96822300407985,-1,0
3,1,10,53,28,25,0,1.84437596203679,22,0
3,1,10,43,90,-47,1,5.71112051138152,40,0
3,1,10,53,0,53,0,2.05338107120042,50,0
3,1,10,53,23,30,0,2.83942648766788,27,0
3,1,10,82,38,44,1,1.49793962282274,-12,0
3,1,10,25,55,-30,0,2.63077275616706,-5,0
3,1,10,50,43,7,0,1.57730659966364,7,0
