subj,trial,tp,self,other,fair,resp,rt,ffix,fdur,gazeself,gazeother,gazelateself,gazelateother,given
34,159,1.5,96,10,86,1,0.779372906939898,0,0,71,0,80,360,-40
34,160,1.5,51,3,48,1,0.599123712558139,0,0,98,0,79,185,-47
35,1,10,30,100,-70,0,1.32090173073448,0,0,0,97,554,211,-50
35,2,10,53,0,53,1,2.41980669424811,0,0,0,117,826,375,-50
35,3,10,25,55,-30,0,3.91437981114359,0,0,0,111,809,1263,-5
35,4,10,53,23,30,1,3.93319149656236,0,0,0,81,1185,1240,-27
35,5,10,100,15,85,0,2.57476424365814,0,0,0,78,1260,412,35
35,6,10,85,15,70,0,3.92728177103709,0,0,21,0,1157,1364,35
35,7,10,53,40,13,1,2.78476552661232,0,0,0,0,795,770,-10
35,8,10,48,60,-12,0,2.93602606379136,0,0,0,75,966,951,-10
35,9,10,0,68,-68,0,6.09711430818425,0,0,24,34,2657,1631,-18
35,10,10,5,83,-78,0,2.34785909902712,0,0,0,78,742,535,-33
35,11,10,48,80,-32,0,4.68168206687187,0,0,0,52,1642,863,-30
35,12,10,80,45,35,1,9.20557257831751,0,0,33,0,2870,2223,-5
35,13,10,0,68,-68,0,6.30674670496592,0,0,0,0,1397,1125,-18
35,14,10,50,43,7,0,4.98818270457195,0,0,0,0,1755,1189,7
35,15,10,100,0,100,1,8.1780546358641,0,0,15,0,2622,1632,-50
35,16,10,75,0,75,0,5.87224226368926,0,0,26,0,2362,632,50
35,17,10,50,100,-50,0,2.73904356475396,0,0,0,74,806,498,-50
35,18,10,100,15,85,1,4.90889632725157,0,0,0,76,1321,898,-35
35,19,10,80,45,35,1,5.02217517289682,0,0,0,29,1887,627,-5
35,20,10,28,85,-57,0,5.49053261816152,0,0,0,0,1191,2545,-35
35,21,1.5,25,55,-30,0,0.870431944233133,0,0,98,0,168,134,-5
35,22,1.5,98,38,60,1,0.642248074706004,0,0,101,0,92,42,-12
35,23,1.5,85,15,70,1,0.446030214512575,0,0,273,0,48,0,-35
35,24,1.5,48,100,-52,0,0.554607723628578,0,0,274,0,0,0,-50
35,25,1.5,3,100,-97,0,0.554466749945277,0,0,278,0,23,0,-50
35,26,1.5,53,0,53,1,0.602298789006454,0,0,286,0,93,0,-50
35,27,1.5,48,80,-32,0,0.775443754930166,0,0,286,0,328,0,-30
35,28,1.5,48,100,-52,0,0.661248429401894,0,0,261,0,161,0,-50
35,29,1.5,3,100,-97,0,0.848441558820923,0,0,286,0,290,0,-50
35,30,1.5,98,38,60,1,0.603509894834133,0,0,275,0,80,0,-12
35,31,1.5,28,85,-57,0,0.769909858609026,0,0,264,0,214,0,-35
35,32,1.5,53,40,13,1,0.873080559023947,0,0,244,0,197,173,-10
35,33,1.5,100,0,100,1,0.916254730957007,0,0,286,0,232,64,-50
35,34,1.5,5,83,-78,0,0.508672339081386,0,0,274,0,69,0,-33
35,35,1.5,53,23,30,1,0.461864245924517,0,0,277,0,153,0,-27
35,36,1.5,50,100,-50,1,0.825078566675074,0,0,276,0,243,0,50
35,37,1.5,75,0,75,1,1.12487072859949,0,0,273,0,398,0,-50
35,38,1.5,30,100,-70,0,0.78914084263306,0,0,264,0,138,40,-50
35,39,1.5,48,60,-12,NaN,NaN,0,0,273,0,730,164,0
35,40,1.5,50,43,7,NaN,NaN,0,0,0,78,438,446,0
35,41,10,68,8,60,0,0.835371456865687,0,0,0,69,160,131,42
35,42,10,51,0,51,0,5.01818655342504,0,0,0,0,1859,904,50
35,43,10,77,29,48,1,6.66138336567019,0,0,0,21,2450,1133,-21
35,44,10,68,49,19,1,4.23932022938243,0,0,0,0,1233,1608,-1
35,45,10,49,97,-48,0,4.44204551936491,0,0,0,0,1796,1013,-47
35,46,10,51,1,50,0,3.69469481336637,0,0,68,0,1530,607,49
35,47,10,75,16,59,1,3.28882523666471,0,0,22,0,1136,366,-34
35,48,10,49,96,-47,0,4.62726562094758,0,0,262,0,1934,881,-46
35,49,10,43,54,-11,0,7.51847227417966,0,0,0,0,2636,2097,-4
35,50,10,54,0,54,0,4.55818096881194,0,0,273,0,1925,702,50
35,51,10,65,45,20,1,3.49012871496961,0,0,0,0,1666,330,-5
35,52,10,51,4,47,0,5.09037262661514,0,0,48,0,1987,1650,46
35,53,10,49,97,-48,0,4.818818670974,0,0,82,0,2277,772,-47
35,54,10,65,43,22,1,8.38188326378804,0,0,0,0,3129,2165,-7
35,55,10,51,0,51,0,3.52207812141933,0,0,0,0,1376,399,50
35,56,10,35,62,-27,0,3.46572124970771,0,0,120,0,949,786,-12
35,57,10,51,1,50,0,2.77065397024126,0,0,264,0,1197,516,49
35,58,10,72,47,25,1,3.94446335389512,0,0,277,0,913,656,-3
35,59,10,60,0,60,1,3.09525810436389,0,0,98,0,1184,597,-50
35,60,10,51,38,13,0,3.96832714977427,0,0,0,0,750,1215,12
35,61,1.5,94,30,64,1,0.735305799957132,0,0,0,8,201,17,-20
35,62,1.5,88,50,38,1,0.503761806052353,0,0,286,0,99,0,0
35,63,1.5,5,99,-94,0,0.560988367669779,0,0,286,0,65,0,-49
35,64,1.5,17,98,-81,0,0.671511736247339,0,0,286,0,385,0,-48
35,65,1.5,51,1,50,1,0.640631254460459,0,0,276,0,63,0,-49
35,66,1.5,51,4,47,1,0.41913654097516,0,0,277,0,42,0,-46
35,67,1.5,44,74,-30,0,0.695017211426602,0,0,275,0,162,84,-24
35,68,1.5,49,97,-48,0,0.70413069222559,0,0,286,0,71,79,-47
35,69,1.5,51,0,51,1,0.849274420481379,0,0,286,0,373,0,-50
35,70,1.5,95,6,89,1,0.45226686616661,0,0,286,0,141,0,-44
35,71,1.5,47,63,-16,0,0.542787668840901,0,0,277,0,91,0,-13
35,72,1.5,49,98,-49,0,0.567398293183942,0,0,286,0,133,0,-48
35,73,1.5,71,31,40,1,0.446545508046256,0,0,278,0,140,0,-19
35,74,1.5,49,97,-48,1,0.491114625150658,0,0,275,0,48,0,47
35,75,1.5,49,96,-47,0,0.43823168311792,0,0,273,0,153,0,-46
35,76,1.5,47,99,-52,0,0.555569182270119,0,0,274,0,107,0,-49
35,77,1.5,42,84,-42,0,0.668178176507354,0,0,278,0,105,0,-34
35,78,1.5,77,43,34,1,0.759831900464633,0,0,286,0,216,0,-7
35,79,1.5,51,1,50,0,0.736384988227655,0,0,253,0,154,16,49
35,80,1.5,23,94,-71,0,0.857562586388667,0,0,107,0,281,0,-44
35,81,10,91,2,89,1,4.99137136630452,0,0,0,96,2465,341,-48
35,82,10,49,98,-49,0,5.43714555181577,0,0,79,0,1829,433,-48
35,83,10,89,15,74,1,6.93691356407362,0,0,0,75,2442,568,-35
35,84,10,96,25,71,1,5.02334975235135,0,0,0,0,1395,743,-25
35,85,10,49,99,-50,0,9.42714698570489,0,0,0,47,2453,2733,-49
35,86,10,17,77,-60,0,4.69364249160208,0,0,6,0,930,1256,-27
35,87,10,85,31,54,1,5.51878169179327,0,0,46,0,2885,944,-19
35,88,10,51,0,51,0,5.41445512791688,0,0,0,23,1360,1329,50
35,89,10,41,56,-15,0,7.00276065139769,0,0,49,0,2908,1628,-6
35,90,10,49,97,-48,0,6.8785637410474,0,0,79,0,2290,1780,-47
35,91,10,14,80,-66,0,6.19848344340426,0,0,0,61,2348,1629,-30
35,92,10,11,83,-72,0,5.57929532503476,0,0,0,80,1691,1474,-33
35,93,10,51,4,47,0,3.11294320779416,0,0,0,114,1325,531,46
35,94,10,41,60,-19,0,3.62597180251032,0,0,0,56,1622,1050,-10
35,95,10,65,31,34,1,3.65420970691775,0,0,50,0,1387,754,-19
35,96,10,51,3,48,0,7.23243636664483,0,0,0,0,3496,1196,47
35,97,10,49,96,-47,0,3.61955131151262,0,0,0,0,1506,788,-46
35,98,10,5,100,-95,0,4.43181149399243,0,0,0,12,1153,1621,-50
35,99,10,20,65,-45,0,2.43510852735926,0,0,0,3,604,806,-15
35,100,10,49,99,-50,0,3.79904341381916,0,0,159,85,1245,1017,-49
35,101,1.5,51,0,51,NaN,NaN,0,0,0,93,501,143,0
35,102,1.5,49,100,-51,1,0.569005755431135,0,0,126,0,109,0,50
35,103,1.5,51,3,48,0,0.567482515147276,0,0,286,0,85,0,47
35,104,1.5,13,77,-64,0,0.685950822484301,0,0,286,0,129,0,-27
35,105,1.5,45,99,-54,0,0.735765247383824,0,0,286,0,182,0,-49
35,106,1.5,19,81,-62,0,0.783550194591953,0,0,271,0,156,249,-31
35,107,1.5,3,61,-58,0,1.069357887769,0,0,71,0,355,257,-11
35,108,1.5,49,96,-47,0,0.511653011799353,0,0,272,0,22,113,-46
35,109,1.5,25,64,-39,0,0.65690843226912,0,0,274,0,66,51,-14
35,110,1.5,82,42,40,1,0.923390957723313,0,0,275,0,170,167,-8
35,111,1.5,36,82,-46,0,0.889793940204981,0,0,0,277,228,78,-32
35,112,1.5,41,54,-13,0,0.986848737313267,0,0,61,0,335,184,-4
35,113,1.5,73,41,32,1,0.823966776359157,0,0,237,0,108,280,-9
35,114,1.5,49,99,-50,0,0.604344869589113,0,0,270,0,166,0,-49
35,115,1.5,93,9,84,1,0.560900221382326,0,0,286,0,176,0,-41
35,116,1.5,51,3,48,0,1.05535198619327,0,0,280,0,92,438,47
35,117,1.5,49,97,-48,0,1.04975016893513,0,0,275,0,365,109,-47
35,118,1.5,51,1,50,1,0.73215909827195,0,0,275,0,188,0,-49
35,119,1.5,20,58,-38,0,0.762566548444738,0,0,264,0,210,0,-8
35,120,1.5,95,18,77,1,0.537004729070759,0,0,286,0,96,0,-32
35,121,10,7,81,-74,0,6.2779563769036,0,0,84,0,2159,695,-31
35,122,10,18,67,-49,0,5.20601844154953,0,0,0,6,1765,505,-17
35,123,10,55,47,8,1,6.96904288554651,0,0,0,0,2576,431,-3
35,124,10,49,99,-50,0,8.5561825838231,0,0,0,0,1995,2000,-49
35,125,10,51,0,51,0,3.05625065569984,0,0,0,38,712,111,50
35,126,10,41,63,-22,0,5.75394723021964,0,0,0,0,1226,1212,-13
35,127,10,49,97,-48,0,2.1342459314219,0,0,53,0,204,543,-47
35,128,10,5,66,-61,0,2.14827054899069,0,0,78,0,423,0,-16
35,129,10,51,3,48,1,3.93024221840824,0,0,0,0,714,290,-47
35,130,10,79,26,53,1,7.38371652542628,0,0,262,0,2449,1086,-24
35,131,10,12,95,-83,0,5.75934377530575,0,0,245,0,1244,1131,-45
35,132,10,49,99,-50,0,4.38761488551609,0,0,70,0,959,890,-49
35,133,10,50,33,17,0,2.71090135339909,0,0,67,0,636,438,17
35,134,10,81,9,72,1,2.92609239990998,0,0,0,0,1000,293,-41
35,135,10,14,80,-66,0,8.6837957665266,0,0,286,0,2771,1492,-30
35,136,10,51,4,47,0,1.98651637751027,0,0,53,0,453,173,46
35,137,10,49,100,-51,0,6.30251598507675,0,0,0,48,2081,1487,-50
35,138,10,9,50,-41,0,4.41196016538379,0,0,0,0,1367,900,0
35,139,10,51,2,49,0,7.73390421362637,0,0,0,0,2241,956,48
35,140,10,92,50,42,1,3.54611941734765,0,0,32,0,1615,182,0
35,141,1.5,100,13,87,1,1.14528082014294,0,0,103,0,542,6,-37
35,142,1.5,51,3,48,1,0.959659834083141,0,0,186,0,217,0,-47
35,143,1.5,51,0,51,1,0.549342492355208,0,0,276,0,53,0,-50
35,144,1.5,51,2,49,1,0.594548556942755,0,0,240,0,0,0,-48
35,145,1.5,64,47,17,1,0.717740237381804,0,0,277,0,246,0,-3
35,146,1.5,54,49,5,1,0.843513517284009,0,0,0,0,327,0,-1
35,147,1.5,51,4,47,1,0.668550383263209,0,0,270,0,88,0,-46
35,148,1.5,67,50,17,1,0.604343360239,0,0,268,0,81,0,0
35,149,1.5,41,81,-40,0,1.07085788399854,0,0,286,0,227,398,-31
35,150,1.5,89,31,58,1,1.36721143512841,0,0,124,0,339,246,-19
35,151,1.5,0,64,-64,0,0.616737875243416,0,0,286,0,92,0,-14
35,152,1.5,64,11,53,1,0.499244610735332,0,0,286,0,25,0,-39
35,153,1.5,27,70,-43,0,0.770393757571583,0,0,272,0,236,0,-20
35,154,1.5,49,97,-48,1,0.334898274315492,0,0,276,0,35,0,47
35,155,1.5,49,99,-50,0,0.668712186034099,0,0,262,0,87,0,-49
35,156,1.5,49,96,-47,0,0.71722675507408,0,0,257,0,20,73,-46
35,157,1.5,29,63,-34,1,1.35570381666184,0,0,272,0,61,244,13
35,158,1.5,37,91,-54,0,0.975952709173725,0,0,273,0,152,132,-41
35,159,1.5,3,73,-70,0,0.475678459511983,0,0,280,0,0,0,-23
35,160,1.5,51,1,50,1,1.09146751216758,0,0,0,64,357,100,-49
36,1,10,53,0,53,0,3.02626967079323,0,0,0,105,1958,605,50
36,2,10,30,100,-70,0,2.96067876794496,0,0,0,115,1161,1092,-50
36,3,10,100,15,85,0,3.29777903555259,0,0,0,124,1339,1014,35
36,4,10,75,0,75,0,3.42211624238007,0,0,0,95,1493,947,50
36,5,10,50,43,7,1,3.08445962848509,0,0,0,74,933,1226,-7
36,6,10,5,83,-78,0,3.9515502211616,0,0,0,111,2359,792,-33
36,7,10,0,68,-68,0,3.52900053714438,0,0,0,115,1097,1609,-18
36,8,10,25,55,-30,0,2.54798181668048,0,0,0,107,1068,892,-5
36,9,10,53,40,13,1,4.31790802457544,0,0,0,104,2619,998,-10
36,10,10,98,38,60,0,5.2479155562296,0,0,0,31,2407,1694,12
36,11,10,48,80,-32,0,5.98898631907105,0,0,0,107,2172,2105,-30
36,12,10,48,100,-52,0,4.21182881692403,0,0,0,83,1354,2052,-50
36,13,10,30,100,-70,0,6.4585676405668,0,0,0,102,2286,2927,-50
36,14,10,3,100,-97,0,6.99860631010506,0,0,0,121,3220,1487,-50
36,15,10,100,15,85,0,3.70113764043072,0,0,0,124,1376,1537,35
36,16,10,98,38,60,1,4.51933828431993,0,0,0,266,2008,1668,-12
36,17,10,85,15,70,0,4.14528460882593,0,0,0,72,1639,1488,35
36,18,10,48,60,-12,0,6.68337591542513,0,0,0,99,2428,2542,-10
36,19,10,100,0,100,0,5.70202091185638,0,0,0,87,2197,2043,50
36,20,10,5,83,-78,0,3.85627946647128,0,0,0,127,1862,881,-33
36,21,1.5,75,0,75,0,0.763456876941746,0,0,0,72,432,1,50
36,22,1.5,50,100,-50,0,0.933340521175523,0,0,0,75,557,48,-50
36,23,1.5,53,0,53,0,0.783714764424985,0,0,189,56,114,337,50
36,24,1.5,25,55,-30,0,0.84821108689539,0,0,79,0,68,451,-5
36,25,1.5,100,0,100,0,0.718603532901398,0,0,0,79,257,103,50
36,26,1.5,53,23,30,1,0.849828204127334,0,0,103,0,163,315,-27
36,27,1.5,48,100,-52,0,0.783607298728384,0,0,181,0,153,304,-50
36,28,1.5,80,45,35,0,0.688080558335969,0,0,75,0,71,284,5
36,29,1.5,50,100,-50,0,0.80390865548361,0,0,0,0,380,0,-50
36,30,1.5,3,100,-97,0,0.772385585828488,0,0,162,55,358,88,-50
36,31,1.5,28,85,-57,0,0.765482122324102,0,0,265,0,60,372,-35
36,32,1.5,48,60,-12,0,1.07001696339648,0,0,266,0,256,445,-10
36,33,1.5,0,68,-68,0,0.642358432627589,0,0,194,52,0,356,-18
36,34,1.5,28,85,-57,0,0.816853140093372,0,0,0,46,368,118,-35
36,35,1.5,48,80,-32,0,0.807980277143542,0,0,78,0,83,394,-30
36,36,1.5,53,40,13,1,0.991123860068001,0,0,0,114,632,29,-10
36,37,1.5,53,23,30,1,0.854180564825583,0,0,265,0,46,478,-27
36,38,1.5,50,43,7,1,0.778603804585146,0,0,259,0,52,399,-7
36,39,1.5,85,15,70,0,0.635087291543641,0,0,205,0,91,217,35
36,40,1.5,80,45,35,0,0.624939028126391,0,0,185,68,250,45,5
36,41,10,14,87,-73,0,2.37699725279981,0,0,0,98,918,658,-37
36,42,10,27,50,-23,0,2.77633193146721,0,0,0,99,1003,895,0
36,43,10,93,11,82,0,2.23948100842335,0,0,123,0,765,631,39
36,44,10,49,88,-39,0,2.87682865844181,0,0,0,265,836,990,-38
36,45,10,98,2,96,0,3.65655809242071,0,0,179,0,900,1568,48
36,46,10,97,37,60,0,2.7649351340051,0,0,0,72,1079,863,13
36,47,10,87,25,62,0,3.50871487762652,0,0,0,42,1143,1090,25
36,48,10,76,32,44,0,3.32628944327371,0,0,0,49,998,1409,18
36,49,10,69,7,62,0,2.99136324292522,0,0,0,91,953,1073,43
36,50,10,30,64,-34,0,3.70173987094768,0,0,83,0,1290,1518,-14
36,51,10,66,4,62,0,4.97256036852013,0,0,89,0,1258,2001,46
36,52,10,43,67,-24,0,6.25902587912515,0,0,0,71,2042,2363,-17
36,53,10,4,99,-95,0,6.5644421804036,0,0,0,113,2312,2349,-49
36,54,10,53,22,31,0,4.72254112431165,0,0,0,123,1259,1712,28
36,55,10,79,23,56,0,5.11502154427217,0,0,0,265,2410,1617,27
36,56,10,84,23,61,0,6.74744358258886,0,0,0,115,3450,1200,27
36,57,10,57,27,30,0,6.34603445374069,0,0,96,0,2662,1685,23
36,58,10,91,24,67,0,5.71344759444037,0,0,0,77,1563,2399,26
36,59,10,87,28,59,0,8.37764868811519,0,0,0,75,3958,2242,22
36,60,10,25,53,-28,0,4.58308868618406,0,0,0,85,2028,1429,-3
36,61,1.5,39,87,-48,0,0.565354129472325,0,0,61,0,116,123,-37
36,62,1.5,90,15,75,0,0.701228503280618,0,0,0,72,292,54,35
36,63,1.5,77,40,37,0,0.503072324832829,0,0,188,64,0,217,10
36,64,1.5,23,53,-30,0,0.632937675749417,0,0,105,0,54,246,-3
36,65,1.5,62,5,57,0,0.326106811963655,0,0,260,0,27,0,45
36,66,1.5,44,87,-43,0,0.743387356295898,0,0,272,0,115,245,-37
36,67,1.5,93,18,75,0,0.528520262079837,0,0,0,57,128,74,32
36,68,1.5,7,84,-77,0,0.537703749191678,0,0,116,0,21,186,-34
36,69,1.5,90,18,72,0,0.426253973556413,0,0,261,0,36,63,32
36,70,1.5,62,27,35,0,0.863489026089155,0,0,0,52,450,82,23
36,71,1.5,95,39,56,0,0.401280575843884,0,0,203,0,21,56,11
36,72,1.5,82,30,52,0,0.767130935899331,0,0,204,0,137,292,20
36,73,1.5,92,48,44,0,0.566249777563826,0,0,133,0,23,212,2
36,74,1.5,97,44,53,0,0.749468827972123,0,0,189,0,16,403,6
36,75,1.5,6,63,-57,0,0.445232234393188,0,0,172,20,0,159,-13
36,76,1.5,89,38,51,0,0.513803197222842,0,0,63,0,83,100,12
36,77,1.5,20,91,-71,0,0.667691055560681,0,0,0,19,146,196,-41
36,78,1.5,88,42,46,0,0.638854628312401,0,0,95,0,63,230,8
36,79,1.5,41,87,-46,0,0.411355484868182,0,0,82,0,71,6,-37
36,80,1.5,12,86,-74,0,0.497160202188752,0,0,212,0,31,142,-36
36,81,10,93,50,43,0,1.02277220574615,0,0,0,82,625,67,0
36,82,10,28,87,-59,0,5.44688285918801,0,0,0,108,2834,1294,-37
36,83,10,56,13,43,0,5.70523129859612,0,0,44,0,1554,2289,37
36,84,10,80,49,31,0,3.46484381834944,0,0,0,58,820,1466,1
36,85,10,94,33,61,0,5.38711049930498,0,0,0,108,1848,1879,17
36,86,10,92,19,73,0,7.20010630180332,0,0,0,111,3306,2364,31
36,87,10,96,12,84,0,6.92390980258915,0,0,0,123,2815,2197,38
36,88,10,85,21,64,0,6.44308895786617,0,0,0,116,2968,1693,29
36,89,10,14,74,-60,0,5.07707619178655,0,0,0,97,2382,1712,-24
36,90,10,34,87,-53,0,8.3895248550316,0,0,0,96,3800,2699,-37
36,91,10,3,93,-90,0,4.91892260942132,0,0,0,109,1869,1830,-43
36,92,10,65,30,35,1,5.47809319159205,0,0,64,0,2802,1396,-20
36,93,10,29,80,-51,0,6.66305463525441,0,0,0,96,2471,2416,-30
36,94,10,99,35,64,0,5.26431645157572,0,0,0,94,1927,1962,15
36,95,10,95,36,59,0,5.97809515374684,0,0,0,91,1964,2202,14
36,96,10,67,26,41,0,3.59095269981663,0,0,157,31,1656,1243,24
36,97,10,66,40,26,1,5.25981526900068,0,0,0,129,1969,2007,-10
36,98,10,97,38,59,0,4.38147488952018,0,0,0,95,1595,1312,12
36,99,10,98,26,72,0,4.69885097568567,0,0,0,96,1621,1597,24
36,100,10,25,86,-61,0,6.14667954978813,0,0,109,0,2210,2068,-36
36,101,1.5,47,96,-49,0,0.710630544223022,0,0,205,0,64,316,-46
36,102,1.5,28,59,-31,0,0.591804878637959,0,0,103,0,30,233,-9
36,103,1.5,85,15,70,0,0.49296904003586,0,0,0,111,139,23,35
36,104,1.5,26,77,-51,0,0.486075840108242,0,0,264,0,0,157,-27
36,105,1.5,94,11,83,0,0.391390713089095,0,0,101,0,56,9,39
36,106,1.5,94,40,54,0,0.244563592490522,0,0,222,0,0,0,10
36,107,1.5,5,58,-53,0,0.375849845183438,0,0,139,0,0,84,-8
36,108,1.5,37,54,-17,0,0.261798252592598,0,0,169,52,0,0,-4
36,109,1.5,73,34,39,0,0.328421248742416,0,0,164,82,0,43,16
36,110,1.5,53,30,23,0,0.264325507673675,0,0,191,32,0,0,20
36,111,1.5,21,56,-35,0,0.311582943862959,0,0,0,59,0,26,-6
36,112,1.5,80,1,79,0,0.416147368188831,0,0,154,8,0,131,49
36,113,1.5,94,19,75,0,0.482701839863694,0,0,0,39,35,122,31
36,114,1.5,87,42,45,0,0.275217276737749,0,0,102,0,0,0,8
36,115,1.5,95,38,57,0,0.309151381550691,0,0,261,0,24,0,12
36,116,1.5,100,39,61,0,0.525792867233577,0,0,195,46,0,240,11
36,117,1.5,12,82,-70,0,0.476959066252675,0,0,159,78,0,129,-32
36,118,1.5,90,36,54,0,0.342143954040694,0,0,203,43,0,57,14
36,119,1.5,33,60,-27,0,0.63671678544415,0,0,236,7,66,243,-10
36,120,1.5,30,78,-48,0,0.287220229025479,0,0,259,0,1,0,-28
36,121,10,85,26,59,0,4.36975780805915,0,0,0,92,2162,1326,24
36,122,10,83,29,54,0,4.97906777867229,0,0,88,0,1765,1548,21
36,123,10,100,15,85,0,4.25482445339367,0,0,0,105,2167,1327,35
36,124,10,74,17,57,0,5.55150041262277,0,0,0,44,1826,2460,33
36,125,10,86,25,61,0,5.58778185803658,0,0,0,130,1258,2179,25
36,126,10,38,82,-44,0,5.56674756108441,0,0,226,0,1611,1876,-32
36,127,10,22,91,-69,0,7.30627727791489,0,0,0,65,3223,2164,-41
36,128,10,46,94,-48,0,4.66406620140151,0,0,0,107,1723,1867,-44
36,129,10,99,15,84,0,5.74403124486344,0,0,0,101,1627,2118,35
36,130,10,43,64,-21,0,5.13222299868266,0,0,262,0,2177,1470,-14
36,131,10,100,41,59,0,3.11926372244579,0,0,0,58,861,1028,9
36,132,10,53,4,49,0,5.35758611047822,0,0,11,0,2634,1374,46
36,133,10,1,50,-49,0,4.28929377359782,0,0,0,82,1133,1634,0
36,134,10,93,34,59,0,3.17666096969333,0,0,0,90,1558,903,16
36,135,10,19,73,-54,0,2.62105486769542,0,0,267,0,879,685,-23
36,136,10,77,27,50,0,3.40757848826252,0,0,107,0,1431,961,23
36,137,10,86,24,62,0,5.057809947034,0,0,95,0,2828,810,26
36,138,10,86,35,51,0,7.92150993661926,0,0,55,0,3198,3034,15
36,139,10,68,13,55,0,4.70914594789065,0,0,257,0,1378,1977,37
36,140,10,53,1,52,0,5.65092942564479,0,0,0,127,2261,1526,49
36,141,1.5,0,98,-98,0,0.484774780696171,0,0,176,0,0,189,-48
36,142,1.5,65,25,40,0,0.50797620189951,0,0,183,61,0,146,25
36,143,1.5,16,64,-48,0,0.307146663322783,0,0,190,54,0,22,-14
36,144,1.5,97,7,90,0,0.442395562629827,0,0,199,44,0,156,43
36,145,1.5,79,38,41,0,0.508302221427584,0,0,266,0,3,156,12
36,146,1.5,49,87,-38,0,0.699498184822914,0,0,124,0,46,285,-37
36,147,1.5,90,44,46,0,0.665982471738062,0,0,171,69,106,48,6
36,148,1.5,100,1,99,0,0.506418854913136,0,0,119,0,12,162,49
36,149,1.5,39,89,-50,0,0.504846414431086,0,0,207,36,47,129,-39
36,150,1.5,86,17,69,0,0.335429461113563,0,0,79,0,49,0,33
36,151,1.5,86,38,48,0,0.433985768157982,0,0,197,45,0,148,12
36,152,1.5,14,77,-63,0,0.338516383051683,0,0,0,58,0,52,-27
36,153,1.5,83,35,48,0,0.319160482928055,0,0,167,0,0,7,15
36,154,1.5,79,19,60,0,0.452241654244062,0,0,105,0,51,73,31
36,155,1.5,94,14,80,0,0.509472873029154,0,0,213,11,0,224,36
36,156,1.5,31,95,-64,0,0.611460837474624,0,0,11,0,156,121,-45
36,157,1.5,93,18,75,0,0.277235880981607,0,0,0,32,0,0,32
36,158,1.5,82,16,66,0,0.756383762533915,0,0,0,253,237,0,34
36,159,1.5,76,27,49,0,0.528873449901766,0,0,184,13,0,204,23
36,160,1.5,12,58,-46,0,1.19864736441559,0,0,0,36,316,241,-8
37,1,10,30,100,-70,0,1.18379687243214,0,0,0,0,71,188,-50
37,2,10,85,15,70,1,5.10862371229086,0,0,0,67,1557,407,-35
37,3,10,48,60,-12,0,4.13509015869386,0,0,74,179,1243,694,-10
37,4,10,80,45,35,1,3.96583108335108,0,0,48,33,2275,721,-5
37,5,10,50,43,7,1,3.46192382986919,0,0,70,183,1293,787,-7
37,6,10,3,100,-97,0,3.42761268950926,0,0,80,0,713,792,-50
37,7,10,28,85,-57,0,3.4185985514323,0,0,69,0,487,1194,-35
37,8,10,53,23,30,1,2.98557609381896,0,0,18,234,1151,427,-27
37,9,10,53,23,30,1,4.05869472719314,0,0,0,118,1148,767,-27
37,10,10,53,40,13,1,3.88018605522484,0,0,91,160,1205,633,-10
37,11,10,0,68,-68,0,2.86100795649145,0,0,95,160,1252,374,-18
37,12,10,75,0,75,1,3.00282343245817,0,0,67,0,1655,289,-50
37,13,10,30,100,-70,0,2.85927914738386,0,0,38,0,896,826,-50
37,14,10,48,80,-32,0,4.52040388456771,0,0,130,94,2126,261,-30
37,15,10,85,15,70,1,3.77908438090344,0,0,82,171,1349,81,-35
37,16,10,28,85,-57,0,4.29194720969645,0,0,96,157,906,945,-35
37,17,10,50,43,7,0,4.60728869251034,0,0,0,0,403,644,7
37,18,10,48,100,-52,0,3.91795541753891,0,0,0,0,1546,199,-50
37,19,10,48,100,-52,0,4.08068444248238,0,0,6,0,1320,802,-50
37,20,10,53,0,53,1,3.21349725142863,0,0,0,259,833,315,-50
37,21,1.5,100,15,85,1,0.942005696993874,0,0,102,0,49,0,-35
37,22,1.5,75,0,75,NaN,NaN,0,0,27,0,195,211,0
37,23,1.5,100,0,100,1,0.7822615619516,0,0,100,0,161,80,-50
37,24,1.5,98,38,60,1,0.815461820955534,0,0,103,0,136,205,-12
37,25,1.5,25,55,-30,0,1.26324481269694,0,0,99,153,263,597,-5
37,26,1.5,5,83,-78,0,0.797460713090913,0,0,0,256,203,96,-33
37,27,1.5,100,0,100,1,0.64667577579894,0,0,93,160,186,104,-50
37,28,1.5,50,100,-50,0,1.0458884990112,0,0,72,179,263,382,-50
37,29,1.5,48,60,-12,NaN,NaN,0,0,94,0,97,552,0
37,30,1.5,100,15,85,1,0.873545822300002,0,0,69,184,441,85,-35
37,31,1.5,98,38,60,1,0.799306949604215,0,0,0,0,0,85,-12
37,32,1.5,5,83,-78,0,0.678386910421978,0,0,126,0,8,332,-33
37,33,1.5,53,0,53,1,0.818934532668209,0,0,123,0,120,359,-50
37,34,1.5,50,100,-50,0,1.06541706873759,0,0,119,0,120,606,-50
37,35,1.5,48,80,-32,0,1.02176848760246,0,0,109,147,134,481,-30
37,36,1.5,53,40,13,1,1.16411102847087,0,0,108,148,382,0,-10
37,37,1.5,80,45,35,0,0.709116364021611,0,0,107,150,116,257,5
37,38,1.5,25,55,-30,0,1.00903470820413,0,0,112,0,131,48,-5
